ID,DeviceID,Gas_ReceiveDateTime,Gas_CO2,Gas_CO,Gas_NO2,Gas_O3,Gas_SO2,Gas_PM2_5,Gas_PM10,Gas_Temp,Gas_RH,Gas_h2s,Gas_nh3,Gas_noise,AlertID,Gas_AQI,Gas_AQI_US,Gas_PM1,Gas_TVOC,Battery
74304,635,2024-08-01 06:27:42,465,1.08,0.0,0.0,9.999,23,30,26.3,89.3,,,37,,38,,21,0.027,94.0
74305,635,2024-08-01 06:32:43,457,1.08,0.004,0.0,9.999,21,26,26.3,89.3,,,37,,35,,19,0.026,94.0
74306,635,2024-08-01 06:37:44,457,1.08,0.007,0.001,9.999,20,25,26.3,89.3,,,38,,33,,19,0.026,94.0
74307,635,2024-08-01 06:42:45,461,1.08,0.008,0.001,9.999,19,24,26.3,89.3,,,37,,32,,18,0.026,94.0
74308,635,2024-08-01 06:47:46,461,1.08,0.003,0.0,9.999,19,24,26.3,89.3,,,38,,32,,18,0.027,94.0
74309,635,2024-08-01 06:52:48,467,1.08,0.007,0.0,9.92,19,27,26.3,89.3,,,39,,32,,18,0.027,94.0
74310,635,2024-08-01 06:57:49,461,1.08,0.007,0.001,9.69,17,23,26.3,89.3,,,39,,28,,15,0.026,94.0
74311,635,2024-08-01 07:02:50,465,1.09,0.007,0.001,9.41,16,20,26.3,89.3,,,42,,27,,15,0.026,94.0
74312,635,2024-08-01 07:07:51,459,1.09,0.006,0.001,9.13,19,23,26.3,89.3,,,42,,32,,18,0.026,94.0
74313,635,2024-08-01 07:12:52,467,1.09,0.006,0.0,8.87,21,28,26.3,89.3,,,44,,35,,20,0.025,94.0
74314,635,2024-08-01 07:17:53,463,1.08,0.006,0.0,8.65,27,35,26.3,89.3,,,38,,45,,26,0.025,94.0
74315,635,2024-08-01 07:22:54,469,1.09,0.006,0.001,8.46,19,23,26.3,89.3,,,37,,32,,18,0.025,94.0
74316,635,2024-08-01 07:27:55,457,1.09,0.006,0.001,8.25,18,23,26.3,89.3,,,37,,30,,17,0.025,94.0
74317,635,2024-08-01 07:32:57,463,1.09,0.007,0.001,8.01,15,17,26.3,89.3,,,37,,25,,15,0.025,94.0
74318,635,2024-08-01 07:37:58,457,1.11,0.006,0.001,7.74,18,23,26.3,89.3,,,38,,30,,17,0.024,94.0
74319,635,2024-08-01 07:42:59,465,1.11,0.006,0.0,7.49,20,25,26.3,89.3,,,37,,33,,19,0.024,94.0
74320,635,2024-08-01 07:48:00,461,1.12,0.007,0.001,7.24,19,23,26.3,89.3,,,37,,32,,18,0.024,94.0
74321,635,2024-08-01 07:53:01,459,1.11,0.007,0.001,7.04,24,32,26.3,89.3,,,39,,40,,23,0.024,94.0
74322,635,2024-08-01 07:58:02,455,1.12,0.008,0.001,6.86,23,28,26.3,89.3,,,39,,38,,21,0.024,94.0
74323,635,2024-08-01 08:03:03,457,1.12,0.008,0.001,6.66,21,27,26.3,89.3,,,40,,35,,21,0.023,94.0
74324,635,2024-08-01 08:08:04,457,1.13,0.008,0.0,6.46,21,27,26.3,89.3,,,42,,35,,21,0.023,94.0
74325,635,2024-08-01 08:13:05,453,1.15,0.008,0.001,6.3,23,31,26.3,89.3,,,43,,38,,22,0.023,94.0
74326,635,2024-08-01 08:18:07,451,1.16,0.008,0.001,6.15,28,38,26.3,89.3,,,40,,47,,26,0.023,94.0
74327,635,2024-08-01 08:23:08,451,1.17,0.008,0.001,6.0,23,26,26.3,89.3,,,38,,38,,22,0.024,94.0
74328,635,2024-08-01 08:28:09,453,1.18,0.008,0.001,5.87,24,29,26.3,89.3,,,37,,40,,23,0.024,94.0
74329,635,2024-08-01 08:33:10,451,1.19,0.008,0.0,5.78,25,28,26.3,89.3,,,38,,42,,24,0.024,94.0
74330,635,2024-08-01 08:38:11,449,1.2,0.008,0.0,5.69,23,28,26.3,89.3,,,38,,38,,23,0.024,94.0
74331,635,2024-08-01 08:43:12,447,1.2,0.008,0.001,5.61,28,33,26.3,89.3,,,38,,47,,27,0.024,94.0
74332,635,2024-08-01 08:48:13,447,1.22,0.008,0.001,5.56,28,32,26.3,89.3,,,38,,47,,28,0.024,94.0
74333,635,2024-08-01 08:53:14,445,1.23,0.009,0.001,5.5,33,42,26.3,89.3,,,39,,55,,31,0.024,94.0
74334,635,2024-08-01 08:58:15,449,1.25,0.009,0.001,5.44,29,33,26.3,89.3,,,41,,48,,29,0.024,94.0
74335,635,2024-08-01 09:03:16,449,1.26,0.009,0.0,5.4,32,39,26.3,89.3,,,42,,53,,32,0.024,94.0
74336,635,2024-08-01 09:08:17,447,1.26,0.009,0.001,5.37,30,34,26.3,89.3,,,39,,50,,30,0.024,94.0
74337,635,2024-08-01 09:13:18,447,1.26,0.009,0.001,5.35,31,37,26.3,89.3,,,37,,52,,30,0.024,94.0
74338,635,2024-08-01 09:18:19,451,1.26,0.008,0.001,5.33,36,46,26.3,89.3,,,38,,60,,35,0.024,94.0
74339,635,2024-08-01 09:23:20,447,1.29,0.008,0.001,5.32,33,40,26.3,89.3,,,37,,55,,32,0.024,94.0
74340,635,2024-08-01 09:28:21,453,1.27,0.009,0.001,5.3,31,35,26.3,89.3,,,36,,52,,31,0.024,94.0
74341,635,2024-08-01 09:33:23,451,1.29,0.008,0.0,5.3,33,37,26.3,89.3,,,38,,55,,32,0.024,94.0
74342,635,2024-08-01 09:38:24,453,1.3,0.009,0.0,5.28,37,46,26.3,89.3,,,38,,62,,36,0.024,94.0
74343,635,2024-08-01 09:43:25,447,1.3,0.009,0.001,5.27,35,42,26.3,89.3,,,38,,58,,34,0.024,94.0
74344,635,2024-08-01 09:48:26,447,1.3,0.008,0.001,5.27,37,47,26.3,89.3,,,39,,62,,36,0.024,94.0
74345,635,2024-08-01 09:53:27,443,1.31,0.01,0.0,5.27,38,48,26.3,89.3,,,41,,63,,37,0.024,94.0
74346,635,2024-08-01 09:58:28,453,1.33,0.009,0.0,5.27,36,43,26.3,89.3,,,43,,60,,36,0.024,94.0
74347,635,2024-08-01 10:03:29,445,1.33,0.01,0.0,5.26,35,42,26.3,89.3,,,41,,58,,34,0.024,94.0
74348,635,2024-08-01 10:08:30,445,1.33,0.009,0.0,5.26,35,42,26.3,89.3,,,37,,58,,34,0.024,94.0
74349,635,2024-08-01 10:13:31,439,1.34,0.01,0.001,5.25,41,53,26.3,89.3,,,37,,68,,39,0.023,94.0
74350,635,2024-08-01 10:18:32,445,1.36,0.01,0.001,5.26,39,49,26.3,89.3,,,36,,65,,38,0.023,94.0
74351,635,2024-08-01 10:23:33,441,1.37,0.01,0.001,5.26,37,45,26.3,89.3,,,37,,62,,36,0.023,94.0
74352,635,2024-08-01 10:28:34,443,1.37,0.01,0.0,5.26,39,46,26.3,89.3,,,38,,65,,38,0.023,94.0
74353,635,2024-08-01 10:33:35,441,1.37,0.01,0.0,5.27,41,50,26.3,89.3,,,39,,68,,39,0.023,94.0
74354,635,2024-08-01 10:38:36,439,1.38,0.01,0.001,5.28,40,45,26.3,89.3,,,40,,67,,39,0.023,94.0
74355,635,2024-08-01 10:43:37,443,1.41,0.012,0.001,5.29,44,54,26.3,89.3,,,42,,73,,42,0.023,94.0
74356,635,2024-08-01 10:48:38,445,1.47,0.011,0.001,5.31,42,49,26.3,89.3,,,39,,70,,41,0.023,94.0
74357,635,2024-08-01 10:53:39,445,1.47,0.01,0.001,5.32,41,49,26.3,89.3,,,37,,68,,40,0.024,94.0
74358,635,2024-08-01 10:58:40,439,1.48,0.011,0.001,5.32,44,56,26.3,89.3,,,37,,73,,42,0.023,94.0
74359,635,2024-08-01 11:03:41,439,1.48,0.011,0.0,5.32,41,49,26.3,89.3,,,37,,68,,41,0.023,94.0
74360,635,2024-08-01 11:08:42,439,1.51,0.01,0.001,5.34,41,49,26.3,89.3,,,37,,68,,40,0.024,94.0
74361,635,2024-08-01 11:13:43,433,1.52,0.01,0.001,5.35,44,54,26.3,89.3,,,39,,73,,43,0.023,94.0
74362,635,2024-08-01 11:18:44,437,1.54,0.012,0.001,5.36,42,49,26.3,89.3,,,42,,70,,41,0.023,94.0
74363,635,2024-08-01 11:23:45,439,1.55,0.011,0.001,5.37,41,48,26.3,89.3,,,44,,68,,40,0.023,94.0
74364,635,2024-08-01 11:28:46,437,1.55,0.011,0.001,5.38,45,55,26.3,89.3,,,38,,75,,43,0.023,94.0
74365,635,2024-08-01 11:33:47,435,1.56,0.011,0.0,5.39,40,46,26.3,89.3,,,37,,67,,40,0.023,94.0
74366,635,2024-08-01 11:38:48,439,1.58,0.012,0.001,5.4,39,44,26.3,89.3,,,37,,65,,38,0.023,94.0
74367,635,2024-08-01 11:43:49,437,1.59,0.011,0.001,5.41,40,45,26.3,89.3,,,38,,67,,40,0.024,94.0
74368,635,2024-08-01 11:48:50,437,1.62,0.011,0.001,5.43,42,50,26.3,89.3,,,38,,70,,41,0.023,94.0
74369,635,2024-08-01 11:53:50,435,1.62,0.011,0.001,5.44,38,43,26.3,89.3,,,42,,63,,37,0.023,94.0
74370,635,2024-08-01 11:58:51,441,1.64,0.011,0.001,5.45,43,53,26.3,89.3,,,42,,72,,42,0.023,94.0
74371,635,2024-08-01 12:03:52,441,1.65,0.013,0.0,5.46,43,53,26.3,89.3,,,37,,72,,42,0.023,94.0
74372,635,2024-08-01 12:08:53,435,1.65,0.011,0.001,5.47,40,45,26.3,89.3,,,37,,67,,39,0.023,94.0
74373,635,2024-08-01 12:13:54,443,1.65,0.013,0.001,5.48,41,47,26.3,89.3,,,37,,68,,41,0.023,94.0
74374,635,2024-08-01 12:18:55,441,1.66,0.012,0.001,5.5,41,48,26.3,89.3,,,37,,68,,40,0.023,94.0
74375,635,2024-08-01 12:23:56,441,1.67,0.013,0.001,5.51,41,47,26.3,89.3,,,37,,68,,41,0.023,94.0
74376,635,2024-08-01 12:28:57,439,1.68,0.013,0.001,5.52,44,52,26.3,89.3,,,39,,73,,43,0.022,94.0
74377,635,2024-08-01 12:33:58,441,1.69,0.014,0.0,5.52,40,45,26.3,89.3,,,43,,67,,40,0.022,94.0
74378,635,2024-08-01 12:38:59,439,1.69,0.013,0.0,5.54,41,47,26.3,89.3,,,42,,68,,41,0.022,94.0
74379,635,2024-08-01 12:44:00,437,1.7,0.013,0.0,5.54,48,59,26.3,89.3,,,38,,80,,46,0.022,94.0
74380,635,2024-08-01 12:49:01,441,1.71,0.013,0.001,5.56,45,53,26.3,89.3,,,37,,75,,44,0.022,94.0
74381,635,2024-08-01 12:54:02,435,1.71,0.013,0.001,5.56,40,45,26.3,89.3,,,38,,67,,40,0.022,94.0
74382,635,2024-08-01 12:59:03,439,1.68,0.014,0.001,5.52,37,42,26.3,89.3,,,38,,62,,37,0.022,94.0
74383,635,2024-08-01 13:04:04,453,1.63,0.013,0.001,5.53,34,38,26.3,89.3,,,38,,57,,33,0.022,94.0
74384,635,2024-08-01 13:09:05,441,1.63,0.013,0.0,5.64,35,40,26.3,89.3,,,40,,58,,35,0.022,94.0
74385,635,2024-08-01 13:14:05,433,1.68,0.013,0.0,5.7,36,41,26.3,89.3,,,43,,60,,36,0.022,94.0
74386,635,2024-08-01 13:19:07,431,1.72,0.013,0.001,5.71,35,40,26.3,89.3,,,37,,58,,35,0.022,94.0
74387,635,2024-08-01 13:24:08,439,1.75,0.013,0.001,5.7,40,47,26.3,89.3,,,37,,67,,39,0.022,94.0
74388,635,2024-08-01 13:29:08,439,1.77,0.014,0.001,5.7,35,39,26.3,89.3,,,38,,58,,35,0.022,94.0
74389,635,2024-08-01 13:34:09,433,1.8,0.016,0.001,5.69,44,50,26.3,89.3,,,38,,73,,44,0.023,94.0
74390,635,2024-08-01 13:39:10,435,1.83,0.014,0.001,5.7,43,51,26.3,89.3,,,38,,72,,43,0.023,94.0
74391,635,2024-08-01 13:44:11,437,1.86,0.014,0.0,5.72,45,55,26.3,89.3,,,42,,75,,44,0.023,94.0
74392,635,2024-08-01 13:49:12,437,1.84,0.016,0.0,5.71,42,49,26.3,89.3,,,42,,70,,41,0.023,94.0
74393,635,2024-08-01 13:54:13,433,1.86,0.014,0.0,5.72,43,50,26.3,89.3,,,37,,72,,42,0.023,94.0
74394,635,2024-08-01 13:59:14,439,1.88,0.016,0.001,5.71,43,51,26.3,89.3,,,37,,72,,43,0.023,94.0
74395,635,2024-08-01 14:04:15,445,1.85,0.014,0.001,5.71,45,55,26.3,89.3,,,37,,75,,43,0.021,94.0
74396,635,2024-08-01 14:09:16,449,1.7,0.014,0.001,5.68,41,53,26.3,89.3,,,38,,68,,40,0.021,94.0
74397,635,2024-08-01 14:14:17,453,1.62,0.013,0.001,5.98,36,43,26.3,89.3,,,38,,60,,35,0.021,94.0
74398,635,2024-08-01 14:19:18,445,1.58,0.011,0.0,6.58,35,42,26.3,89.3,,,40,,58,,34,0.021,94.0
74399,635,2024-08-01 14:24:19,439,1.61,0.013,0.0,6.969,35,39,26.3,89.3,,,43,,58,,34,0.022,94.0
74400,635,2024-08-01 14:29:20,447,1.61,0.013,0.001,7.01,47,58,26.3,89.3,,,36,,78,,45,0.022,94.0
74401,635,2024-08-01 14:34:21,449,1.57,0.013,0.001,7.03,48,59,26.3,89.3,,,37,,80,,47,0.021,94.0
74402,635,2024-08-01 14:39:22,445,1.56,0.013,0.001,7.13,48,59,26.3,89.3,,,37,,80,,47,0.022,94.0
74403,635,2024-08-01 14:44:23,439,1.58,0.013,0.0,7.14,45,54,26.3,89.3,,,38,,75,,45,0.022,94.0
74404,635,2024-08-01 14:49:24,443,1.62,0.015,0.0,7.04,43,51,26.3,89.3,,,37,,72,,43,0.022,94.0
74405,635,2024-08-01 14:54:25,435,1.64,0.014,0.001,6.83,47,58,26.3,89.3,,,38,,78,,46,0.022,94.0
74406,635,2024-08-01 14:59:26,433,1.68,0.013,0.001,6.63,46,55,26.3,89.3,,,41,,77,,45,0.023,94.0
74407,635,2024-08-01 15:04:27,435,1.7,0.013,0.001,6.48,48,59,26.3,89.3,,,43,,80,,47,0.023,94.0
74408,635,2024-08-01 15:09:28,439,1.76,0.016,0.001,6.3,49,60,26.3,89.3,,,37,,82,,47,0.022,94.0
74409,635,2024-08-01 15:14:29,431,1.77,0.013,0.001,6.17,45,53,26.3,89.3,,,37,,75,,44,0.022,94.0
74410,635,2024-08-01 15:16:29,437,1.79,0.014,0.001,6.13,47,58,26.3,89.3,,,42,,78,,46,0.022,94.0
74411,635,2024-08-01 15:21:30,435,1.8,0.016,0.001,6.05,50,61,26.3,89.3,,,41,,83,,48,0.022,94.0
74412,635,2024-08-01 15:26:31,433,1.8,0.013,0.001,6.02,50,61,26.3,89.3,,,37,,83,,49,0.022,94.0
74413,635,2024-08-01 15:31:32,437,1.81,0.013,0.001,5.98,51,65,26.3,89.3,,,38,,85,,50,0.022,94.0
74414,635,2024-08-01 15:36:33,439,1.79,0.014,0.0,5.96,47,58,26.3,89.3,,,38,,78,,46,0.022,94.0
74415,635,2024-08-01 15:41:34,439,1.77,0.013,0.0,5.96,49,60,26.3,89.3,,,38,,82,,48,0.022,94.0
74416,635,2024-08-01 15:46:34,443,1.76,0.013,0.0,5.97,49,60,26.3,89.3,,,40,,82,,48,0.022,94.0
74417,635,2024-08-01 15:51:35,437,1.72,0.015,0.001,5.99,48,59,26.3,89.3,,,43,,80,,47,0.022,94.0
74418,635,2024-08-01 15:56:37,437,1.72,0.013,0.001,6.03,49,60,26.3,89.3,,,38,,82,,47,0.022,94.0
74419,635,2024-08-01 16:01:38,431,1.7,0.013,0.001,6.08,47,58,26.3,89.3,,,37,,78,,46,0.022,94.0
74420,635,2024-08-01 16:06:39,439,1.72,0.012,0.001,6.12,45,53,26.3,89.3,,,37,,75,,44,0.022,94.0
74421,635,2024-08-01 16:11:39,437,1.72,0.017,0.001,6.14,53,66,26.3,89.3,,,37,,88,,50,0.022,94.0
74422,635,2024-08-01 16:16:40,437,1.69,0.013,0.0,6.18,50,61,26.3,89.3,,,39,,83,,48,0.022,94.0
74423,635,2024-08-01 16:21:41,441,1.65,0.013,0.001,6.31,43,50,26.3,89.3,,,41,,72,,41,0.021,94.0
74424,635,2024-08-01 16:26:42,445,1.62,0.013,0.001,6.56,44,52,26.3,89.3,,,44,,73,,43,0.021,94.0
74425,635,2024-08-01 16:31:43,447,1.61,0.013,0.001,6.769,43,51,26.3,89.3,,,37,,72,,42,0.022,94.0
74426,635,2024-08-01 16:36:44,441,1.59,0.013,0.001,6.919,46,54,26.3,89.3,,,37,,77,,45,0.021,94.0
74427,635,2024-08-01 16:41:45,443,1.56,0.01,0.0,7.069,47,55,26.3,89.3,,,37,,78,,46,0.021,94.0
74428,635,2024-08-01 16:46:46,449,1.56,0.014,0.0,7.19,45,53,26.3,89.3,,,38,,75,,44,0.021,94.0
74429,635,2024-08-01 16:51:47,437,1.56,0.012,0.0,7.29,44,52,26.3,89.3,,,38,,73,,43,0.021,94.0
74430,635,2024-08-01 16:56:48,445,1.56,0.013,0.001,7.36,46,57,26.3,89.3,,,38,,77,,45,0.022,94.0
74431,635,2024-08-01 17:01:49,441,1.56,0.013,0.001,7.419,48,59,26.3,89.3,,,41,,80,,46,0.022,94.0
74432,635,2024-08-01 17:06:50,445,1.55,0.011,0.001,7.54,45,53,26.3,89.3,,,45,,75,,44,0.022,94.0
74433,635,2024-08-01 17:11:51,447,1.52,0.011,0.001,7.669,48,61,26.3,89.3,,,37,,80,,46,0.022,94.0
